danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,song,track_id,artist,event,type,popularity
0.469,0.79,7,-6.889,1,0.0391,0.000148,0.372,0.282,0.466,107.45,381947,4,TOOL,1lATXTBJDHwawvT1UfxWu3,The Pot,Storm,Weather,69
0.523,0.769,4,-5.855,1,0.0269,0.04,0.0,0.136,0.876,136.162,244587,4,The Smiths,0WQiDwKJclirSYG9v5tayI,There Is a Light That Never Goes Out - 2011 Remaster,Storm,Weather,81
0.293,0.462,5,-11.412,0,0.0453,0.699,0.0444,0.0954,0.0623,124.004,251427,5,Radiohead,5AiNZnMDCWwujIENPj9PV9,Everything In Its Right Place,Storm,Weather,0
0.111,0.843,2,-4.645,1,0.0613,4.02e-06,0.409,0.136,0.149,190.747,124173,3,Deftones,4HpIh5wWfkq5sSuCLLSwYR,Please Please Please Let Me Get What I Want - 2005 Remaster,Storm,Weather,70
0.508,0.504,5,-10.922,0,0.0491,0.605,0.0025,0.139,0.169,141.004,287933,4,Bear's Den,2MaCvfadvDHyrttQen5kv2,When You Break,Storm,Weather,0
0.346,0.511,4,-10.022,0,0.044,0.278,0.0456,0.122,0.212,134.927,233373,3,Gorillaz,2sZuYdRbQe5zm1pcxweNC8,Fire Flies,Storm,Weather,32
0.467,0.839,4,-3.584,1,0.0295,0.000738,1.99e-05,0.121,0.518,137.902,220133,4,Keane,4mPiTSD96K4Dha1irhqpW3,Bend & Break,Storm,Weather,60
0.227,0.839,5,-3.572,0,0.0794,0.176,0.000273,0.111,0.116,143.229,170594,4,XOKOFI,1YpPIzjAn6jxRbIGzPZT4J,Falling into your arms,Storm,Weather,10
0.701,0.343,4,-12.066,0,0.112,0.806,9.56e-05,0.284,0.228,92.012,244402,4,Lizzy McAlpine,6Kd3udS3G5mQq4Nt51mCKh,Over-the-Ocean Call,Storm,Weather,0
0.401,0.85,11,-6.083,0,0.0581,0.25,0.342,0.107,0.863,83.027,330653,4,Deftones,3dxW4bDfwEf9czzg0yh8eb,No Ordinary Love - 2005 Remaster,Storm,Weather,34
0.356,0.387,7,-9.881,1,0.0287,0.114,0.106,0.114,0.0754,140.118,227847,4,Lost & Profound,4fl8qy66kQkMeFp15vJZYr,Comet,Storm,Weather,24
0.783,0.303,4,-14.393,1,0.0527,0.811,0.945,0.109,0.65,138.816,219340,4,Men I Trust,6Ijmj8Z0L31hCp5pLZnT5U,Numb,Storm,Weather,67
0.378,0.0893,6,-21.688,1,0.0652,0.855,0.00192,0.165,0.142,79.021,369427,1,Jacob Collier,2K2EtjQhdYijLLBNsFyFRO,Time To Rest Your Weary Head,Storm,Weather,37
0.512,0.255,0,-15.867,1,0.0291,0.88,0.532,0.146,0.215,115.144,253560,3,The Smiths,7LZgdL0MxiElfaKZbuuE4l,Asleep - 2011 Remaster,Storm,Weather,63
0.47,0.562,2,-8.781,1,0.0297,0.394,0.303,0.144,0.0765,124.259,417227,3,Mogwai,3s2MZsEfiMe7ZjiRtun6wv,Take Me Somewhere Nice,Storm,Weather,48
0.49,0.652,2,-5.813,1,0.0274,0.00196,6.24e-05,0.0991,0.339,90.085,192467,4,Cocteau Twins,37pKTyMwalomKCZjxTc2QZ,Cherry-coloured Funk,Storm,Weather,67
0.33,0.532,2,-11.764,1,0.0263,0.00101,0.709,0.101,0.218,93.512,285907,4,Slowdive,0oxYB9GoOIDrdzniNdKC44,When the Sun Hits,Storm,Weather,73
0.429,0.661,11,-7.227,1,0.0281,0.00239,0.000121,0.234,0.285,173.372,266773,4,Coldplay,3AJwUDP919kvQ9QcozQPxg,Yellow,Storm,Weather,89
0.448,0.665,9,-4.203,1,0.026,0.06,2.55e-05,0.0828,0.304,172.004,237147,4,Keane,1SKPmfSYaPsETbRHaiA18G,Somewhere Only We Know,Storm,Weather,86
0.376,0.41,2,-11.452,1,0.034,0.753,0.000543,0.234,0.171,100.031,234053,3,Spiritualized,0fOjUafaAhJV16oRBgCtz7,Ladies and gentlemen we are floating in space,Storm,Weather,52
0.674,0.205,2,-14.173,1,0.0399,0.896,0.0272,0.114,0.355,95.984,247148,4,Lana Del Rey,5DSi7heBC8eTIFROBvttnp,Season Of The Witch,Storm,Weather,61
0.277,0.67,6,-9.381,1,0.0376,6.28e-05,0.751,0.237,0.217,148.342,254627,4,The Smashing Pumpkins,7bu0znpSbTks0O6I98ij0W,"Tonight, Tonight - Remastered 2012",Storm,Weather,66
0.308,0.337,1,-12.292,1,0.034,0.796,0.91,0.114,0.21,111.556,150680,5,Deftones,2HrgY8IeC2nE5Hrr17jIii,Sleep Walk,Storm,Weather,62
0.443,0.472,5,-10.94,1,0.0243,0.364,0.825,0.113,0.264,90.948,264453,4,Cigarettes After Sex,4nvLuqwTOZdEJI1fcHXv8h,You're All I Want,Storm,Weather,71
0.293,0.276,4,-11.357,0,0.0349,0.224,0.122,0.167,0.195,121.603,267187,4,Radiohead,0z1o5L7HJx562xZSATcIpY,Exit Music (For A Film),Storm,Weather,74
0.324,0.416,11,-8.92,0,0.0368,0.262,3.69e-05,0.11,0.151,113.986,236053,4,Lana Del Rey,2nMeu6UenVvwUktBCpLMK9,Young And Beautiful,Storm,Weather,86
0.688,0.782,11,-3.683,1,0.158,0.151,0.0,0.803,0.453,146.324,343032,4,Eminem,222dTwr5XeEgAzEtsrQA0R,Headlights,Storm,Weather,58
0.421,0.963,4,-2.16,0,0.415,0.0819,0.0,0.5,0.494,180.336,300427,4,Eminem,66h8hB4In6t725WtAPL23J,Talkin’ 2 Myself,Storm,Weather,55
0.781,0.853,1,-3.68,0,0.0714,0.0526,0.0,0.12,0.626,110.046,250189,4,Eminem,48RrDBpOSSl1aLVCalGl5C,The Monster,Storm,Weather,79
0.294,0.337,6,-10.614,0,0.036,0.814,0.414,0.14,0.135,91.781,300683,5,Lana Del Rey,2mdEsXPu8ZmkHRRtAdC09e,Cinnamon Girl,Storm,Weather,83
0.404,0.664,1,-6.698,1,0.0407,0.542,0.00402,0.11,0.0949,107.747,351640,4,Lana Del Rey,1NZs6n6hl8UuMaX0UC0YTz,Brooklyn Baby,Storm,Weather,81
0.541,0.382,7,-14.323,1,0.035,0.0215,0.000836,0.304,0.343,155.901,204991,4,girl in red,5PjdC2gMATetx5xdnwGUu7,i wanna be your girlfriend,Storm,Weather,75
0.518,0.447,5,-14.461,1,0.0338,0.23,0.0426,0.171,0.792,150.059,198400,4,girl in red,04OSnqlwlBJMvidYccraVz,girls,Storm,Weather,69
0.445,0.543,0,-8.196,1,0.0272,0.000825,0.0137,0.202,0.102,99.963,278640,4,Mitski,3sslYZcFKtUvIEWN9lADgr,First Love/Late Spring,Storm,Weather,78
0.559,0.871,5,-5.338,0,0.0397,7.53e-06,0.00545,0.096,0.572,104.97,213920,4,TV Girl,6dBUzqjtbnIa1TwYbyw5CM,Lovers Rock,Storm,Weather,87
0.695,0.575,10,-6.334,0,0.116,0.198,0.0,0.0614,0.699,163.929,173160,4,Olivia Rodrigo,0MMyJUC3WNnFS1lit5pTjk,"jealousy, jealousy",Storm,Weather,83
0.34,0.684,11,-6.306,1,0.044,0.00979,0.0,0.348,0.556,112.969,248819,4,Conan Gray,5UXJzLFdBn6u9FJTCnoHrH,Memories,Storm,Weather,78
0.559,0.551,5,-7.231,1,0.132,0.141,0.0,0.11,0.392,143.008,201800,4,SZA,4iZ4pt7kvcaH6Yo8UoZ4s2,Snooze,Storm,Weather,90
0.707,0.261,9,-10.139,0,0.0784,0.853,0.0,0.127,0.545,65.038,183893,4,SZA,1eIXYZWEfJO3Na2LCCnIJE,Love Language,Storm,Weather,74
0.617,0.378,9,-8.54,1,0.0315,0.428,9.16e-05,0.11,0.22,141.967,216063,4,Brent Faiyaz,3XgGQ1wjo5khvq2UImjyNF,ALL MINE,Storm,Weather,77
0.692,0.684,6,-7.364,1,0.155,0.131,0.0,0.156,0.406,112.912,231253,4,SZA,2fXwCWkh6YG5zU1IyvQrbs,Broken Clocks,Storm,Weather,83
0.795,0.594,0,-6.2,1,0.0748,0.112,0.0,0.162,0.409,135.002,275080,4,SZA,0q75NwOoFiARAVp4EXU4Bs,Love Galore (feat. Travis Scott),Storm,Weather,78
0.656,0.432,6,-9.481,0,0.217,0.443,0.0,0.132,0.0897,97.022,222374,4,Summer Walker,14SaZBTjxlorHJQxXh01Hu,Girls Need Love (with Drake) - Remix,Storm,Weather,78
0.625,0.659,0,-5.669,1,0.0337,0.12,0.0,0.17,0.594,113.551,198961,4,TV Girl,6QeYSvYqYUsfBzsApbjDHO,Cigarettes out the Window,Storm,Weather,84
0.474,0.921,9,-10.431,0,0.0457,0.00491,0.85,0.476,0.696,93.01,122339,4,Eyedress,1aXV8GrmQLvgoFtBPERP7E,Jealous,Storm,Weather,84
0.664,0.405,1,-7.413,1,0.08,0.877,0.000765,0.11,0.743,81.89,169573,3,Laufey,1Ukxccao1BlWrPhYkcXbwZ,From The Start,Storm,Weather,79
0.726,0.624,2,-7.799,0,0.0277,0.498,0.0294,0.0909,0.573,114.99,233388,4,beabadoobee,180AbZduI6bYQIzwCHRwu9,A Night To Remember,Storm,Weather,76
0.634,0.663,11,-6.818,1,0.0331,0.433,0.124,0.102,0.6,146.053,177533,4,beabadoobee,41P6Tnd8KIHqON0QIydx6a,the perfect pair,Storm,Weather,78
0.504,0.308,9,-14.958,1,0.0321,0.868,0.135,0.158,0.121,113.95,137773,4,Mitski,3vkCueOmm7xQDoJ17W1Pm3,My Love Mine All Mine,Storm,Weather,92
0.299,0.142,2,-15.134,1,0.0369,0.965,0.113,0.111,0.123,76.748,269067,4,Laufey,709p9UGPAuyImWf1Z3vjRo,Let You Break My Heart Again,Storm,Weather,78
0.408,0.398,7,-10.448,1,0.0277,0.758,0.654,0.112,0.165,142.834,256800,4,Cigarettes After Sex,3p4hRhMcb6ch8OLtATMaLw,Cry,Storm,Weather,84
0.532,0.623,5,-9.208,1,0.0331,0.538,7.28e-05,0.0925,0.403,89.937,261923,4,Taylor Swift,3hUxzQpSfdDqwM3ZTFQY0K,august,Storm,Weather,85
0.696,0.39,2,-10.331,1,0.0616,0.447,1.55e-05,0.125,0.395,120.032,194207,4,Taylor Swift,4D7BCuvgdJlYvlX5WlN54t,"You're On Your Own, Kid",Storm,Weather,79
0.462,0.24,0,-12.077,1,0.0377,0.92,0.0,0.113,0.32,171.319,244000,4,Taylor Swift,0sY6ZUTh4yoctD8VIXz339,champagne problems,Storm,Weather,78
0.638,0.259,7,-10.706,1,0.0898,0.753,0.0,0.219,0.269,88.485,202827,4,Olivia Rodrigo,2TOzTqQXNmR2zDJXihjZ2e,enough for you,Storm,Weather,77
0.566,0.647,1,-6.815,0,0.0335,0.0477,0.0,0.121,0.22,111.96,264773,4,Lana Del Rey,1Ist6PR2BZR3n2z2Y5R6S1,Summertime Sadness,Storm,Weather,76
0.393,0.634,4,-6.629,0,0.0378,0.2,0.000166,0.198,0.395,85.767,286253,4,Lana Del Rey,5wEreUfwxZxWnEol61ulIi,Born To Die,Storm,Weather,68
0.398,0.724,4,-5.566,0,0.0604,0.0601,0.00205,0.406,0.126,160.068,299933,4,Lana Del Rey,4dtbA0yooUSB9wLisRuJby,Off To The Races,Storm,Weather,57
0.553,0.828,3,-4.399,1,0.0635,0.432,0.0,0.0801,0.504,117.948,209440,4,Lana Del Rey,77XvocHaWXkG39G4qag6BG,Blue Jeans - Remastered 2011,Storm,Weather,59
0.39,0.252,6,-9.666,0,0.0298,0.808,0.0,0.0887,0.181,122.053,281947,4,Lana Del Rey,3WD91HQDBIavSapet3ZpjG,Video Games,Storm,Weather,73
0.442,0.68,10,-5.971,0,0.0858,0.284,0.0,0.421,0.601,176.09,222920,4,Lana Del Rey,6BFnRhvKCclDQOajt8dBGi,Diet Mountain Dew,Storm,Weather,71
0.533,0.901,0,-6.008,0,0.24,0.566,0.000147,0.102,0.432,84.959,230533,4,Lana Del Rey,2nvXyajLAAV9Iwy8K9EbUd,National Anthem,Storm,Weather,67
0.582,0.637,11,-8.347,0,0.0621,0.114,0.0,0.155,0.411,119.996,243173,4,Lana Del Rey,349XIp8EgHWJiIg5K0CUft,Dark Paradise,Storm,Weather,64
0.42,0.837,2,-5.24,1,0.061,0.215,2.96e-05,0.0876,0.196,75.043,214587,4,Lana Del Rey,3QhfFRPkhPCR1RMJWV1gde,Radio,Storm,Weather,72
0.514,0.426,1,-9.557,0,0.0303,0.0878,0.000334,0.13,0.0377,100.029,248720,4,Lana Del Rey,5wmkKoVBUuXt6Iemn9Xnwe,Carmen,Storm,Weather,56
0.201,0.589,3,-5.97,0,0.0458,0.502,0.0,0.0663,0.55,197.847,230120,3,Lana Del Rey,4fdalZcclcvcx5N1lytlNL,Million Dollar Man,Storm,Weather,58
0.533,0.835,2,-6.897,0,0.101,0.103,0.0203,0.189,0.438,138.023,238373,4,Lana Del Rey,2oYbXLPGYQvSv6RjSh6t7R,This Is What Makes Us Girls,Storm,Weather,55
0.586,0.575,3,-8.404,0,0.0372,0.693,0.00022,0.126,0.595,111.948,228933,4,Lana Del Rey,4r3v5fSWyEoZR7HQVUcYYb,Without You,Storm,Weather,53
0.503,0.94,0,-4.28,0,0.107,0.0821,4.74e-05,0.339,0.151,136.001,219027,4,Lana Del Rey,611HJpx18KLwj4yAR9loYk,Lolita,Storm,Weather,55
0.321,0.425,0,-7.19,1,0.0286,0.792,7.16e-06,0.146,0.319,134.436,227307,4,Lana Del Rey,4GemDvQ88hjDKT1hWDJcLf,Lucky Ones,Storm,Weather,50
0.373,0.686,0,-5.52,1,0.034,0.128,1.96e-06,0.383,0.189,93.763,289080,4,Lana Del Rey,0ZyfiFudK9Si2n2G9RkiWj,Ride,Storm,Weather,64
0.397,0.585,7,-6.518,1,0.0359,0.535,0.000438,0.0976,0.18,143.983,248907,4,Lana Del Rey,7uwOtFROjnFIhozLrqbp4R,American,Storm,Weather,50
0.298,0.668,1,-5.536,0,0.0478,0.0699,2.44e-05,0.59,0.121,110.063,260894,4,Lana Del Rey,4XjYVIweUldL23o4wsgQ3c,Cola,Storm,Weather,58
0.245,0.492,1,-9.397,0,0.0593,0.466,0.0,0.0851,0.104,167.7,233440,3,Lana Del Rey,3mCftPkn17Jyn2j116sWWc,Body Electric,Storm,Weather,51
0.189,0.317,10,-8.631,1,0.028,0.812,0.0719,0.214,0.251,84.808,158654,4,Lana Del Rey,6ad3ZfAQ6zYiRCdXYXoOrG,Blue Velvet,Storm,Weather,50
0.352,0.725,8,-6.463,0,0.0656,0.00193,2.73e-06,0.22,0.339,189.767,237640,4,Lana Del Rey,6sGaavvDeGTY3wV9hzIEOP,Gods & Monsters,Storm,Weather,54
0.506,0.201,3,-12.931,0,0.0294,0.926,0.000411,0.253,0.145,71.925,321054,4,Lana Del Rey,34l2nKu9kSj0BZahVIAT3L,Yayo,Storm,Weather,49
0.346,0.42,2,-11.506,0,0.0298,0.864,0.0875,0.901,0.303,83.56,237640,4,Lana Del Rey,5PBQHazfwCEZSopxLOLXmF,Bel Air,Storm,Weather,48
0.481,0.641,7,-10.8,1,0.132,0.842,0.00454,0.134,0.161,131.812,231132,4,Lana Del Rey,2Za7Yhteh4XcUXnNYxTIHH,Burning Desire,Storm,Weather,61
0.485,0.348,6,-11.576,0,0.0257,0.678,0.167,0.118,0.145,99.898,209156,4,Lana Del Rey,6GGtHZgBycCgGBUhZo81xe,Say Yes To Heaven,Storm,Weather,86
0.527,0.591,6,-7.664,0,0.0396,0.194,0.0194,0.0907,0.461,123.167,256760,4,Lana Del Rey,5Y6nVaayzitvsD5F7nr3DV,West Coast,Storm,Weather,84
0.335,0.44,9,-9.748,1,0.0275,0.385,0.00251,0.115,0.198,132.449,278126,4,Lana Del Rey,4qG7hWhljsqqENL5PaLA2z,Let The Light In (feat. Father John Misty),Storm,Weather,81
0.34,0.245,9,-13.352,1,0.0319,0.969,0.0992,0.0633,0.192,103.777,339891,4,Lana Del Rey,1o82DwNisONAd2mu1RcGE6,Margaret (feat. Bleachers),Storm,Weather,80
0.553,0.413,2,-10.037,1,0.0334,0.687,2.33e-06,0.0594,0.379,110.107,208978,4,Taylor Swift,0ZNU020wNYvgW84iljPkPP,mirrorball,Storm,Weather,74
0.581,0.619,10,-6.524,1,0.0282,0.769,0.000106,0.117,0.645,137.915,245027,4,Taylor Swift,3zwMVvkBe2qIKDObWgXw4N,right where you left me - bonus track,Storm,Weather,75
0.57,0.747,5,-8.93,1,0.0342,0.199,2.32e-05,0.0854,0.574,96.016,240356,4,Taylor Swift,5BYl3SodS3rGmafWXRWmB7,The Great War,Storm,Weather,62
0.395,0.443,6,-9.72,1,0.133,0.765,9.67e-06,0.0839,0.338,168.924,175933,3,Olivia Rodrigo,2tGvwE8GcFKwNdAXMnlbfl,happier,Storm,Weather,84
0.571,0.544,6,-10.613,1,0.0299,0.453,0.00805,0.322,0.216,132.052,132631,4,d4vd,1xK59OXxi2TAAAbmZK0kBL,Romantic Homicide,Storm,Weather,87
0.464,0.417,0,-9.345,0,0.0256,0.136,0.022,0.0974,0.479,67.528,183956,4,Arctic Monkeys,5XeFesFbtLpXzIVDNQP22n,I Wanna Be Yours,Storm,Weather,92
0.4,0.571,11,-6.534,0,0.0288,0.468,3.05e-05,0.519,0.146,61.859,212736,4,Cults,3Z0qLOS0cqWKPHXkbTXmNF,Gilded Lily,Storm,Weather,77
0.588,0.521,10,-9.461,1,0.0329,0.0678,0.149,0.123,0.337,85.012,260173,4,The Neighbourhood,5E30LdtzQTGqRvNd7l6kG5,Daddy Issues,Storm,Weather,86
0.412,0.236,4,-15.159,0,0.0379,0.83,0.00653,0.147,0.119,140.214,281381,4,Billie Eilish,3GYlZ7tbxLOxe6ewMNVTkw,TV,Storm,Weather,82
0.41,0.48,9,-9.417,0,0.0294,0.0561,0.814,0.0972,0.129,75.303,215150,4,Cigarettes After Sex,0SpkyS1Q4MD8GaVcP5YjT4,Sunsetz,Storm,Weather,83
0.467,0.119,2,-10.99,1,0.0401,0.969,1.4e-06,0.0973,0.156,70.499,272485,4,Lana Del Rey,3lG6OtGDsYAOALxEmubQQm,Happiness is a butterfly,Storm,Weather,76
0.509,0.547,10,-6.548,0,0.0417,0.399,0.0,0.215,0.197,109.436,234147,4,Lana Del Rey,6PnluwP0fjGnpIBsqTdUTq,Pretty When You Cry,Storm,Weather,77
0.345,0.587,5,-8.346,1,0.0364,0.539,0.0731,0.119,0.258,119.479,317760,4,Lana Del Rey,11MyiSGZSYSmhhqwGUTtAq,Sad Girl,Storm,Weather,77
0.255,0.468,7,-6.43,0,0.0317,0.822,0.248,0.339,0.175,111.67,181960,4,Lana Del Rey,1KuVEZR4xuQVNr1KkanAV4,The Other Woman,Storm,Weather,75
0.282,0.464,11,-11.112,0,0.0533,0.544,0.215,0.111,0.0596,148.345,295067,5,Lana Del Rey,5jqNQZBwbZWQXPWfo0ygZF,Art Deco,Storm,Weather,79
0.449,0.51,6,-9.075,1,0.0278,0.351,0.761,0.139,0.115,96.425,292110,4,Cigarettes After Sex,6ilc4vQcwMPlvAHFfsTGng,Sweet,Storm,Weather,81
0.215,0.203,5,-12.65,1,0.0346,0.968,0.0585,0.0923,0.143,78.287,248934,1,Lana Del Rey,3RIgHHpnFKj5Rni1shokDj,Norman fucking Rockwell,Storm,Weather,74
0.144,0.541,0,-7.076,1,0.038,0.278,1.01e-05,0.101,0.0899,79.262,251480,3,Lana Del Rey,1y3r6RXiJZNBV1EI0NggpS,Ultraviolence,Storm,Weather,77
0.454,0.401,3,-10.251,1,0.0264,0.14,0.837,0.136,0.319,93.703,320030,4,Cigarettes After Sex,1FWsomP9StpCcXNWmJk8Cl,K.,Storm,Weather,83
0.538,0.304,9,-11.79,1,0.0352,0.613,0.000631,0.164,0.065,78.997,228071,3,Lana Del Rey,4qUtC2BwFC154Ha8YQRrkk,How to disappear,Storm,Weather,73
0.334,0.276,4,-13.125,0,0.0643,0.877,0.000249,0.113,0.429,201.025,271177,3,Lana Del Rey,7bPWdJgx8vek7S5i5yAtvG,Chemtrails Over The Country Club,Storm,Weather,80
0.648,0.594,11,-7.027,0,0.0293,0.114,0.0462,0.116,0.544,113.983,244013,4,The Neighbourhood,2xql0pid3EUwW38AsywxhV,Reflections,Storm,Weather,83
0.369,0.468,5,-9.013,1,0.0273,0.0205,0.566,0.109,0.18,94.434,290617,4,Cigarettes After Sex,0yc6Gst2xkRu0eMLeRMGCX,Apocalypse,Storm,Weather,88
0.449,0.534,8,-9.493,0,0.0494,0.048,0.0011,0.384,0.342,94.261,180902,3,Lana Del Rey,1Ym6aMuT5bliaZMC67AmPp,Cherry,Storm,Weather,74
0.304,0.311,11,-9.647,0,0.0344,0.675,0.00195,0.12,0.115,117.68,281093,4,Lana Del Rey,21qg0IBZf8R12qHd9A3AA4,Salvatore,Storm,Weather,75
0.403,0.159,1,-16.728,0,0.104,0.961,0.0121,0.34,0.0381,72.38,234761,4,Billie Eilish,5XsAal7ZcWg1I5T4NcRjkv,Halley's Comet,Storm,Weather,77
0.578,0.386,6,-11.464,1,0.0278,0.208,0.0453,0.307,0.569,154.902,234093,4,The Neighbourhood,7IL8PSVwLOJxqYne6azxQv,Pretty Boy,Storm,Weather,74
0.435,0.104,6,-22.39,0,0.0445,0.973,0.33,0.119,0.162,120.484,279316,4,Sufjan Stevens,5Qnrgqy1pAm9GyNQOgyVFz,Fourth of July,Storm,Weather,79
0.174,0.742,8,-5.93,1,0.0485,0.00181,0.281,0.198,0.36,163.378,223747,4,Cults,2enPRFda84VE2wtI8c86Uf,Always Forever,Storm,Weather,80
0.284,0.538,2,-9.894,0,0.0886,0.717,0.105,0.111,0.259,179.708,193929,3,girl in red,32XaqPVTVkkuOiOPQZ3SpA,midnight love,Storm,Weather,68
0.398,0.493,9,-9.561,1,0.0303,0.00347,0.000157,0.106,0.412,82.048,170240,4,Mitski,2Co0IjcLTSHMtodwD4gzfg,I Bet on Losing Dogs,Storm,Weather,81
0.306,0.347,2,-8.5,1,0.0334,0.172,0.00013,0.0485,0.0511,120.996,377960,4,Harry Styles,6VzcQuzTNTMFnJ6rBSaLH9,Fine Line,Storm,Weather,78
0.371,0.268,1,-10.506,1,0.0281,0.748,0.0517,0.104,0.165,102.617,227093,3,Coldplay,7D0RhFcb3CrfPuTJ0obrod,Sparks,Storm,Weather,85
0.602,0.59,0,-6.346,0,0.0279,0.318,0.000166,0.104,0.381,130.08,274293,4,Lana Del Rey,7iqQz931tn59mK6IZ3knRx,Dealer,Storm,Weather,73
0.21,0.499,2,-9.754,0,0.0485,0.0687,0.00315,0.773,0.108,74.094,390493,4,The Neighbourhood,40gvh6jP5qxMJuMmF9lG9A,Baby Came Home 2 / Valentines,Storm,Weather,67
0.613,0.581,0,-8.588,0,0.0424,0.537,0.000345,0.25,0.551,130.033,239560,4,Taylor Swift,4R2kfaDFhslZEMJqAFNpdd,cardigan,Storm,Weather,86
0.566,0.366,7,-12.808,1,0.028,0.113,0.181,0.155,0.237,129.96,184154,4,girl in red,6IPwKM3fUUzlElbvKw2sKl,we fell in love in october,Storm,Weather,83
0.436,0.409,5,-4.438,1,0.0533,0.499,0.000166,0.38,0.363,98.357,160166,3,Labrinth,6unndO70DvZfnXYcYQMyQJ,Never Felt So Alone,Storm,Weather,74
0.536,0.436,8,-9.187,1,0.0248,0.672,0.697,0.11,0.134,105.13,286773,4,Cigarettes After Sex,70YTBH8vOGJNMhy6186yFm,Heavenly,Storm,Weather,77
0.551,0.881,7,-6.099,0,0.0542,0.186,0.0791,0.152,0.387,88.036,153000,4,The Neighbourhood,7zwn1eykZtZ5LODrf7c0tS,You Get Me So High,Storm,Weather,83
0.589,0.614,0,-7.528,0,0.0426,0.0213,0.165,0.31,0.318,119.837,245000,4,The Neighbourhood,113xf7t4qNM7038YJvauik,Nervous,Storm,Weather,73
0.648,0.781,9,-8.736,0,0.0271,0.0332,0.013,0.305,0.822,133.417,153313,4,Eyedress,6RiiSy9GzSwiyDEJDiMuKe,Something About You,Storm,Weather,83
0.546,0.332,2,-10.334,1,0.0582,0.611,0.000385,0.123,0.211,74.938,164187,4,David Kushner,6e0Gfl49FN9m2c8QaB9vFr,Look Back & Laugh,Drizzle,Weather,59
0.567,0.267,4,-6.502,1,0.0299,0.839,1.46e-06,0.089,0.0592,110.011,240133,4,Harry Styles,1ZMiCix7XSAbfAJlEZWMCp,Falling,Drizzle,Weather,81
0.314,0.238,0,-8.802,1,0.0389,0.741,0.00193,0.128,0.303,72.535,298899,3,Billie Eilish,0gLXF5LtNkqDoeVVGjCsEu,Happier Than Ever,Drizzle,Weather,49
0.71,0.737,10,-6.781,1,0.367,0.255,0.0,0.106,0.42,104.961,201200,4,Shawn Mendes,79esEXlqqmq0GPz0xQSZTV,Lost In Japan,Drizzle,Weather,69
0.664,0.573,5,-6.519,1,0.0277,0.613,0.000363,0.0857,0.566,76.02,160097,4,The Lumineers,5NORWMFC27ywGSZxi8uquP,Ophelia,Drizzle,Weather,61
0.399,0.491,6,-10.778,0,0.0538,0.0563,0.00089,0.11,0.151,91.066,210463,4,Ritt Momney,6AGOKlMZWLCaEJGnaROtF9,Put Your Records On,Drizzle,Weather,71
0.484,0.731,1,-6.694,1,0.0379,0.431,0.0,0.151,0.51,101.654,204280,4,Vance Joy,7yq4Qj7cqayVTp3FF9CWbm,Riptide,Drizzle,Weather,84
0.752,0.754,1,-6.684,1,0.0615,0.0151,0.0,0.0486,0.755,149.789,206880,4,Shawn Mendes,3zkWCteF82vJwv0hRLba76,Stitches,Drizzle,Weather,75
0.577,0.797,2,-5.039,1,0.0366,0.0969,0.0766,0.311,0.427,127.995,319400,4,Aly & AJ,1NId6BKUZwaLDKgZXXZuGC,Pretty Places,Drizzle,Weather,0
0.535,0.548,1,-6.51,1,0.037,0.533,1.48e-06,0.123,0.477,115.144,237333,3,Michael Bublé,3I09LQbHS3NSU46Ly3tPpR,Feeling Good,Drizzle,Weather,67
0.799,0.539,1,-6.351,1,0.0421,0.199,1.66e-05,0.165,0.394,136.948,202547,4,Khalid,5Z3GHaZ6ec9bsiI5BenrbY,Young Dumb & Broke,Drizzle,Weather,82
0.398,0.286,7,-11.881,1,0.033,0.616,0.000146,0.0912,0.0666,78.262,222800,4,Shawn Mendes,2KnLkZ3z7PO3kgVGHGqDpD,It'll Be Okay,Drizzle,Weather,71
0.554,0.662,11,-4.957,0,0.0821,0.126,0.0,0.111,0.338,148.122,208733,4,Shawn Mendes,0AS63m1wHv9n4VVRizK6Hc,Mercy,Drizzle,Weather,80
0.427,0.262,7,-8.541,1,0.0276,0.746,0.0,0.068,0.228,104.085,224867,4,Harry Styles,5kRPPEWFJIMox5qIkQkiz5,Sweet Creature,Drizzle,Weather,72
0.679,0.407,9,-7.778,1,0.0302,0.699,0.0,0.122,0.195,111.814,232600,4,Niall Horan,5dTJMpqiELczVuHJP3OAEu,This Town,Drizzle,Weather,57
0.735,0.423,0,-6.652,1,0.0459,0.011,0.0,0.0553,0.851,85.899,188174,4,Niall Horan,27vTihlWXiz9f9lJM3XGVU,Slow Hands,Drizzle,Weather,52
0.868,0.347,5,-9.529,1,0.0536,0.308,2e-05,0.11,0.659,110.059,207680,4,Jack Johnson,4VywXu6umkIQ2OS0m1I79y,Better Together,Drizzle,Weather,72
0.816,0.375,7,-8.053,1,0.0996,0.607,8.66e-06,0.0933,0.615,114.303,191907,4,Jack Johnson,451GvHwY99NKV4zdKPRWmv,Banana Pancakes,Drizzle,Weather,71
0.792,0.647,4,-8.314,1,0.045,0.255,0.000223,0.132,0.694,102.477,209547,4,Jack Johnson,0aJrYfARfCKzv6gXjhs4SZ,Upside Down,Drizzle,Weather,78
