danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,song,track_id,artist,event,type,popularity
0.543,0.526,2,-9.703,1,0.0582,0.0447,0.0533,0.0778,0.384,153.0,243529,3,The Backseat Lovers,4MXE6VCvTsQitHWrAxj7Kg,Maple Syrup,Sun,Weather,70
0.925,0.317,6,-14.605,0,0.0663,0.505,0.66,0.104,0.808,114.507,189467,4,Drugdealer,2cAZ6Pxbq34h5rgUr7hZKC,Pictures of You,Sun,Weather,64
0.648,0.766,2,-10.181,0,0.0336,0.000899,0.24,0.0851,0.562,118.974,202000,4,Dua Lipa,5bGNsC7FTQ3WZzz0XYOmvZ,Houdini - Adam Port Mix,Sun,Weather,65
0.637,0.864,8,-4.381,1,0.0468,0.484,0.0,0.222,0.706,99.995,214720,4,Vance Joy,2RiBogNRfulkNf7fVbPOrJ,Saturday Sun,Sun,Weather,71
0.636,0.761,9,-7.752,0,0.035,0.00377,0.00784,0.0851,0.463,120.837,285596,4,Duke Dumont,023H4I7HJnxRqsc9cqeFKV,I Got U,Sun,Weather,70
0.611,0.809,6,-6.63,0,0.0342,0.019,0.0185,0.114,0.428,118.003,349293,4,RÜFÜS DU SOL,5ZvHcR4OSwvEV5IhigbTOT,Underwater,Sun,Weather,65
0.708,0.599,9,-8.31,1,0.0373,0.731,0.00385,0.115,0.497,111.971,133795,4,NSH,407OgfKRnLOrbepgBqwlRO,Stop Us Now,Sun,Weather,52
0.73,0.455,6,-6.792,0,0.0517,0.617,0.000118,0.0922,0.23,110.996,219946,4,Maribou State,0pAiyIHt9DyHOjWgF41kp6,Steal,Sun,Weather,68
0.569,0.86,9,-4.116,1,0.043,0.135,0.0,0.153,0.289,90.937,270960,4,Jaden,6XNANAB7sFvkfho6bMCp7o,Summertime In Paris,Sun,Weather,63
0.579,0.549,5,-8.262,0,0.0909,0.104,0.0202,0.0964,0.155,119.74,238120,4,Klangkarussell,6Qi0Wls2EaolwPMPMxfe5f,Sonnentanz - Sun Don't Shine,Sun,Weather,72
0.64,0.355,5,-10.599,1,0.0906,0.83,0.000938,0.11,0.451,120.063,148640,4,Kaash Paige,6qL5UWxRSQYml9O99ozoLv,Love Songs - Bonus,Sun,Weather,79
0.238,0.441,3,-7.42,1,0.0364,0.912,0.433,0.167,0.164,79.445,219909,4,JVKE,2YOGCTiPJWMhZRdeadFj8G,this is what autumn feels like,Sun,Weather,67
0.679,0.506,9,-9.497,0,0.0671,0.421,0.00216,0.434,0.588,114.967,169472,4,Jungle,7j3zZ2jAjzFD60UjhldhHo,I've Been In Love,Sun,Weather,74
0.6,0.688,5,-8.339,0,0.201,0.159,1.29e-05,0.409,0.0793,99.977,156600,4,Dennis Lloyd,63SevszngYpZOwf63o61K4,Nevermind,Sun,Weather,78
0.726,0.835,0,-3.914,1,0.0341,0.041,9.45e-06,0.068,0.579,123.986,184071,4,Alok,1yzBGun3xDY7WpHOIP9nNp,Never Let Me Go,Sun,Weather,62
0.585,0.669,2,-7.198,0,0.0878,0.111,0.0,0.502,0.658,102.103,172800,4,Toby Rose,4wyIAKiAc8Twh1jgzylZWo,Careless Whisper,Sun,Weather,63
0.81,0.631,6,-7.543,1,0.11,0.51,0.000146,0.144,0.43,119.994,138000,4,Eneko Artola,74E2muWug3WOPjKkw2hpq5,Like a Mystery,Sun,Weather,58
0.826,0.49,9,-10.477,1,0.0676,0.00916,4.41e-06,0.0415,0.627,74.128,180267,4,Bob Marley & The Wailers,7yFvSYKk3g5g8e7Ffl16ws,Three Little Birds,Sun,Weather,81
0.869,0.555,5,-5.984,1,0.0454,0.137,0.0,0.0746,0.738,112.003,158948,4,Surfaces,1qYKWcEOrh2tM8PlgIm8K1,Sunday Best,Sun,Weather,76
0.687,0.617,4,-5.213,1,0.0287,0.0941,1.27e-05,0.0898,0.665,121.079,252307,4,Declan McKenna,4sNG6zQBmtq7M8aeeKJRMQ,Brazil,Sun,Weather,83
0.632,0.856,10,-3.463,1,0.0348,0.0624,0.0,0.347,0.867,119.397,232693,4,Toploader,3Fzlg5r1IjhLk2qRw667od,Dancing in the Moonlight,Sun,Weather,81
0.67,0.786,0,-5.216,1,0.0366,0.0418,0.0,0.145,0.806,90.009,190493,4,Andy Grammer,2kebNtlS7DqWE54Z66FZIt,Keep Your Head Up (Album Version),Sun,Weather,66
0.794,0.711,8,-5.124,0,0.0699,0.3,0.0,0.0955,0.955,174.915,189109,4,Bruno Mars,386RUes7n1uM1yfzgeUuwp,The Lazy Song,Sun,Weather,78
0.62,0.761,10,-7.282,0,0.175,0.207,0.000147,0.269,0.194,146.003,209483,4,Jungle,19kHhX6f6EfLU7rcO3RqjO,Back On 74,Sun,Weather,86
0.568,0.824,9,-4.613,1,0.0299,0.403,0.0,0.0855,0.753,108.625,174760,4,Edison Lighthouse,5Ts1DYOuouQLgzTaisxWYh,Love Grows (Where My Rosemary Goes),Sun,Weather,74
0.694,0.712,7,-3.923,0,0.046,0.132,0.0,0.211,0.799,98.023,201122,4,Zara Larsson,1rIKgCH4H52lrvDcz50hS8,Lush Life,Sun,Weather,84
0.742,0.713,1,-5.522,0,0.0303,0.0205,0.0,0.059,0.879,120.032,189960,4,Maroon 5,4gbVRS8gloEluzf0GzDOFc,Maps,Sun,Weather,85
0.87,0.699,5,-5.541,0,0.0459,0.245,6.76e-06,0.0588,0.727,126.967,198440,4,Empire Of The Sun,3HfhB8sYqLlVmpBPb7cc2x,Walking On A Dream,Sun,Weather,70
0.755,0.522,2,-4.368,1,0.0575,0.533,0.0,0.0685,0.925,89.96,157560,4,Post Malone,0RiRZpuVRbi7oqRdSMwhQY,Sunflower - Spider-Man: Into the Spider-Verse,Sun,Weather,85
0.659,0.615,11,-5.865,0,0.0644,0.27,0.0,0.187,0.193,119.843,164010,4,Jubël,4GSDkZt7GcmzBWmsMcpaVO,Dancing In The Moonlight (feat. NEIMY),Sun,Weather,74
0.773,0.758,1,-4.993,1,0.0381,0.0422,0.0,0.305,0.925,144.033,224840,4,MAGIC!,6RtPijgfPKROxEzTHNRiDp,Rude,Sun,Weather,84
0.632,0.863,0,-5.21,1,0.0446,0.0449,1.01e-06,0.13,0.731,101.976,215840,4,Vance Joy,2vB9ME0oZwfTGAUMC71CaT,Missing Piece,Sun,Weather,66
0.871,0.346,5,-9.481,1,0.0522,0.298,9.24e-06,0.108,0.659,110.054,207680,4,Jack Johnson,2iXdwVdzA0KrI2Q0iZNJbX,Better Together,Sun,Weather,76
0.741,0.62,10,-5.505,1,0.0412,0.0295,0.000809,0.0398,0.934,117.038,251424,4,Hozier,5Z0UnEtpLDQyYlWwgi8m9C,Too Sweet,Sun,Weather,91
0.628,0.639,8,-5.46,1,0.0435,0.00162,0.0,0.354,0.493,108.045,185773,4,Conan Gray,6KfoDhO4XUWSbnyKjNp9c4,Maniac,Sun,Weather,78
0.587,0.767,0,-5.713,1,0.0449,0.225,0.0,0.112,0.664,100.38,201707,4,KT Tunstall,5p9XWUdvbUzmPCukOmwoU3,Suddenly I See,Sun,Weather,77
0.573,0.683,5,-6.644,1,0.176,0.461,0.0,0.0935,0.817,169.519,142787,4,Daryl Hall & John Oates,0qRR9d89hIS0MHRkQ0ejxX,Rich Girl,Sun,Weather,83
0.681,0.373,2,-13.2,1,0.0568,0.633,0.00113,0.0751,0.623,123.423,164733,4,Johnny Nash,0DcrhZ12WcCqruCs8ibXSf,I Can See Clearly Now - Edit,Sun,Weather,69
0.56,0.936,3,-5.835,1,0.0439,0.00847,0.0,0.161,0.371,112.96,218013,4,GROUPLOVE,0GO8y8jQk1PkHzS31d699N,Tongue Tied,Sun,Weather,81
0.695,0.763,0,-3.497,1,0.0396,0.189,0.00242,0.0863,0.551,120.042,215280,4,Post Malone,21jGcNKet2qwijlDFuPiPb,Circles,Sun,Weather,86
0.664,0.573,5,-6.519,1,0.0277,0.613,0.000363,0.0857,0.566,76.02,160097,4,The Lumineers,7gUvAzKQ651eGm16AqcTbP,Ophelia,Sun,Weather,78
0.799,0.419,6,-7.99,1,0.174,0.412,0.0,0.203,0.716,156.055,182497,4,Sandro Cavazza,43Hit5V2BpPq2vxvca3ysc,Lean On Me,Sun,Weather,55
0.705,0.776,4,-6.096,1,0.0445,0.0643,2.81e-06,0.0246,0.366,116.011,185304,4,Tones And I,4E2rXUbcF1zhZVzNzeVPGV,Cloudy Day,Sun,Weather,65
0.814,0.373,7,-8.017,1,0.116,0.602,1.7e-05,0.0931,0.632,114.548,191907,4,Jack Johnson,0BgbobvykXxEvxo2HhCuvM,Banana Pancakes,Sun,Weather,72
0.555,0.727,6,-4.202,1,0.0388,0.0579,7.52e-06,0.0937,0.739,82.142,223120,4,Hozier,4JpazKcfOhbwqZrsYhzHee,Jackie and Wilson,Sun,Weather,72
0.422,0.44,11,-5.53,1,0.0544,0.617,0.0,0.0837,0.332,128.934,120308,5,JVKE,2PWTZV5znjLtZC5T1EVJvL,this is what falling in love feels like,Sun,Weather,78
0.618,0.837,1,-5.334,1,0.0304,0.000254,0.000341,0.0618,0.526,121.231,248336,4,The 1975,3TgMcrV32NUKjEG2ujn9eh,It's Not Living (If It's Not With You),Sun,Weather,72
0.707,0.924,7,-2.842,1,0.031,0.000972,0.00703,0.204,0.919,127.937,206413,4,Calvin Harris,1gihuPhrLraKYrJMAEONyc,Feel So Close - Radio Edit,Sun,Weather,85
0.765,0.679,6,-5.82,1,0.0463,0.225,8.68e-06,0.112,0.487,144.962,212850,4,Surfaces,7DH3o4acluc4mUUsAoLeBN,Take It Easy,Sun,Weather,57
0.798,0.676,6,-5.041,1,0.0442,0.0902,0.0,0.0894,0.843,101.956,219947,4,Ed Sheeran & Justin Bieber,3HVWdVOQ0ZA45FuZGSfvns,I Don't Care (with Justin Bieber),Sun,Weather,76
0.729,0.675,8,-6.003,1,0.0312,0.175,1.58e-06,0.55,0.779,119.968,245867,4,Nico & Vinz,1fidCEsYlaVE3pHwKCvpFZ,Am I Wrong,Sun,Weather,77
0.688,0.477,9,-6.684,1,0.036,0.594,0.0,0.115,0.257,127.866,196227,4,Colbie Caillat,1lkvpmrCaXK8QtliFDcHBO,Bubbly,Sun,Weather,73
0.672,0.738,0,-7.045,1,0.0506,0.0178,6.75e-05,0.0927,0.392,107.938,277040,4,fun.,67WTwafOMgegV6ABnBQxcE,Some Nights,Sun,Weather,69
0.673,0.902,10,-4.886,1,0.0553,0.0164,0.0145,0.269,0.704,97.007,225133,4,Michael Franti & Spearhead,6iBWazas8QsDtBnjlXkrXk,The Sound Of Sunshine,Sun,Weather,57
0.735,0.784,11,-7.128,0,0.0332,0.449,0.154,0.105,0.582,120.012,191000,4,Imagine Dragons,0fsEFwLSJTSHSawhe864Cp,Shots - Broiler Remix,Sun,Weather,72
0.392,0.629,5,-7.056,1,0.0334,0.718,3.65e-06,0.129,0.72,124.511,153240,4,The Beach Boys,4IHc6SzGPnzSPuHVEPzpJc,Wouldn't It Be Nice,Sun,Weather,74
0.676,0.828,0,-5.799,1,0.0454,0.0242,0.0105,0.364,0.669,122.228,187733,4,MIKA,2SDx0PooHZI1SQKR0y44bs,Grace Kelly,Sun,Weather,72
0.614,0.938,11,-4.46,1,0.0612,0.000532,0.0,0.368,0.608,100.056,224674,4,The 1975,4WiiRw2PHMNQE0ad6y6GdD,Chocolate,Sun,Weather,66
0.543,0.526,2,-9.703,1,0.0582,0.0447,0.0533,0.0778,0.384,153.0,243529,3,The Backseat Lovers,4MXE6VCvTsQitHWrAxj7Kg,Maple Syrup,Sun,Weather,70
0.654,0.81,4,-6.26,0,0.0288,0.00719,0.00251,0.165,0.661,114.622,200307,4,Weezer,2MLHyLy5z5l5YRp7momlgw,Island In The Sun,Sun,Weather,81
0.688,0.688,3,-5.84,1,0.0357,0.3,0.0,0.0982,0.451,114.011,193321,4,Kygo,0kHyKhJMukHEPfeh8s7rdM,Born To Be Yours,Sun,Weather,70
0.639,0.704,7,-5.818,1,0.0659,0.22,0.0872,0.0849,0.645,162.983,176467,4,Vampire Weekend,5dUFfk2cwD8GiJPS03mYN0,Campus,Sun,Weather,58
0.73,0.483,4,-8.565,1,0.0879,0.237,7.99e-05,0.31,0.883,87.996,192621,4,Lorde,7s2kWabRM60W9I61HpKg8C,Solar Power,Sun,Weather,63
0.457,0.757,1,-5.177,1,0.032,0.0206,0.0,0.146,0.417,102.961,266600,4,Of Monsters and Men,2ihCaVdNZmnHZWt0fvAM7B,Little Talks,Sun,Weather,80
0.688,0.729,2,-5.939,1,0.0315,0.109,0.0,0.225,0.909,127.998,210467,4,Alvaro Soler,5vj59ONIVbyhcrI8ZSwoRo,Sofia,Sun,Weather,71
0.515,0.593,4,-4.801,1,0.0322,0.653,0.162,0.25,0.153,94.467,209260,3,JVKE,5odlY52u43F5BjByhxg7wg,golden hour,Sun,Weather,80
0.839,0.83,11,-8.785,1,0.0479,0.363,0.0491,0.112,0.908,117.997,261973,4,Milky Chance,2UAWVtEwFLJqdJsT8FCzKX,Flashed Junk Mind,Sun,Weather,65
0.82,0.528,9,-11.18,1,0.032,0.107,0.0188,0.257,0.926,120.089,272107,4,Sheryl Crow,3ZpQiJ78LKINrW9SQTgbXd,All I Wanna Do,Sun,Weather,72
0.777,0.601,2,-5.931,1,0.126,0.0406,0.00201,0.0348,0.68,97.911,261973,4,Santana,3XKIUb7HzIF1Vu9usunMzc,Maria Maria (feat. The Product G&B),Sun,Weather,74
0.828,0.492,0,-9.744,1,0.0276,0.0644,0.00428,0.128,0.789,120.151,257800,4,Fleetwood Mac,0ofHAoxe9vBkTCp2UQIavz,Dreams - 2004 Remaster,Sun,Weather,86
0.692,0.651,9,-8.267,1,0.0324,0.292,0.00241,0.105,0.706,97.923,254560,4,Bill Withers,0bRXwKfigvpKZUurwqAlEh,Lovely Day,Sun,Weather,81
0.704,0.797,0,-5.927,1,0.0475,0.0826,0.000745,0.0546,0.825,139.994,148486,4,OneRepublic,4h9wh7iOZ0GGn8QVp4RAOB,I Ain't Worried,Sun,Weather,89
0.674,0.89,1,-4.446,0,0.0459,0.203,0.0,0.0819,0.737,97.02,216773,4,Train,6mghCOaaSvrke0z1EUVUIf,"Hey, Soul Sister",Sun,Weather,0
0.679,0.568,6,-10.74,1,0.0423,0.422,0.00928,0.322,0.93,159.69,242640,4,Lenny Kravitz,6VnpKLtfNH4Dk09YSGPSyR,It Ain't Over 'Til It's Over,Sun,Weather,77
0.609,0.692,1,-2.958,1,0.0259,0.0157,0.0,0.0864,0.454,116.959,233720,3,Ruth B.,2eAvDnpXP5W0cVtiI0PUxV,Dandelions,Sun,Weather,88
0.717,0.455,5,-8.303,1,0.0276,0.0846,0.0,0.11,0.389,127.812,200733,4,George Ezra,2ixsaeFioXJmMgkkbd4uj1,Budapest,Sun,Weather,84
0.484,0.731,1,-6.694,1,0.0379,0.431,0.0,0.151,0.51,101.654,204280,4,Vance Joy,7yq4Qj7cqayVTp3FF9CWbm,Riptide,Sun,Weather,84
0.439,0.434,7,-14.918,1,0.0265,0.0783,5.18e-05,0.14,0.204,94.843,274707,4,The Cranberries,0gEyKnHvgkrkBM6fbeHdwK,Linger,Sun,Weather,84
0.773,0.758,1,-4.993,1,0.0381,0.0422,0.0,0.305,0.925,144.033,224840,4,MAGIC!,6RtPijgfPKROxEzTHNRiDp,Rude,Sun,Weather,84
0.547,0.693,0,-8.786,1,0.0353,9.24e-05,5.46e-05,0.113,0.583,119.567,239227,4,Eagle-Eye Cherry,1t2Hq2WIBcZINOEnK6mdJG,Save Tonight,Sun,Weather,67
0.526,0.749,3,-6.964,1,0.0283,0.023,1.76e-06,0.0692,0.421,99.982,208680,4,Sixpence None The Richer,754kgU5rWscRTfvlsuEwFp,Kiss Me,Sun,Weather,83
0.711,0.292,4,-15.523,0,0.037,0.313,0.0,0.131,0.194,103.951,296800,4,Tracy Chapman,2M9ro2krNb7nr7HSprkEgo,Fast Car,Sun,Weather,83
0.609,0.923,9,-3.908,1,0.0338,0.16,4.73e-06,0.295,0.961,115.996,294987,4,Santana,2pX4FpOgwItRVPPUFdRcxA,Smooth (feat. Rob Thomas),Sun,Weather,68
0.481,0.638,0,-5.862,1,0.0276,0.153,0.0,0.154,0.497,79.064,259933,4,Train,2hKdd3qO7cWr2Jo0Bcs0MA,Drops of Jupiter (Tell Me),Sun,Weather,82
0.417,0.33,9,-13.925,1,0.0275,0.247,0.000689,0.0677,0.175,157.113,295600,3,Mazzy Star,1LzNfuep1bnAUR9skqdHCK,Fade Into You,Sun,Weather,82
0.585,0.55,11,-7.342,1,0.0255,0.408,3.97e-05,0.115,0.839,78.176,218280,4,Tyler Childers,0fCwTrRNfoNk962ati8n2K,All Your'n,Sun,Weather,81
0.654,0.81,4,-6.26,0,0.0288,0.00719,0.00251,0.165,0.661,114.622,200307,4,Weezer,2MLHyLy5z5l5YRp7momlgw,Island In The Sun,Sun,Weather,81
0.682,0.765,1,-5.021,0,0.0395,0.0268,3.42e-05,0.188,0.567,90.807,182747,4,Sublime,2hnMS47jN0etwvFPzYk11f,Santeria,Sun,Weather,80
0.551,0.645,4,-13.093,1,0.0354,0.0031,0.00376,0.421,0.508,128.665,271560,4,The Cranberries,4JGKZS7h4Qa16gOU3oNETV,Dreams,Sun,Weather,80
0.739,0.511,9,-7.844,1,0.0362,0.167,1.34e-06,0.133,0.542,96.038,215360,4,Corinne Bailey Rae,2nGFzvICaeEWjIrBrL2RAx,Put Your Records On,Sun,Weather,79
0.436,0.655,1,-8.37,0,0.0583,0.499,8.1e-06,0.688,0.412,121.002,279204,4,SZA,3YJJjQPAbDT7mGpX3WtQ9A,Good Days,Sun,Weather,79
0.535,0.66,9,-7.174,1,0.0297,0.455,0.0,0.135,0.577,148.044,298373,4,Darius Rucker,3xdjjKMcMOFgo1eQrfbogM,Wagon Wheel,Sun,Weather,79
0.623,0.449,5,-13.333,1,0.0253,0.212,0.0,0.0613,0.573,84.383,256000,4,Tom Petty,5tVA6TkbaAH9QMITTQRrNv,Free Fallin',Sun,Weather,79
0.765,0.837,1,-3.113,0,0.032,0.00107,1.06e-05,0.0801,0.721,122.028,195973,4,Train,0KAiuUOrLTIkzkpfpn9jb9,Drive By,Sun,Weather,82
0.792,0.647,4,-8.314,1,0.045,0.255,0.000223,0.132,0.694,102.477,209547,4,Jack Johnson,0aJrYfARfCKzv6gXjhs4SZ,Upside Down,Sun,Weather,78
0.578,0.817,0,-6.541,1,0.0363,0.183,2.85e-06,0.285,0.734,141.621,272293,4,Counting Crows,5DiXcVovI0FcY2s0icWWUu,Mr. Jones,Sun,Weather,78
0.703,0.444,11,-9.331,1,0.0417,0.559,0.0,0.0973,0.712,150.96,242947,4,Jason Mraz,1EzrEOXmMH3G43AXT1y7pA,I'm Yours,Sun,Weather,77
0.587,0.767,0,-5.713,1,0.0449,0.225,0.0,0.112,0.664,100.38,201707,4,KT Tunstall,5p9XWUdvbUzmPCukOmwoU3,Suddenly I See,Sun,Weather,77
0.578,0.756,2,-5.82,1,0.115,0.157,0.000232,0.249,0.663,176.739,201173,4,John Mayer,5imShWWzwqfAJ9gXFpGAQh,Waiting On the World to Change,Sun,Weather,76
0.492,0.81,7,-5.315,1,0.0847,0.0416,0.00379,0.117,0.245,149.954,251840,4,Florence + The Machine,1YLJVmuzeM2YSUkCCaTNUB,Dog Days Are Over,Sun,Weather,76
0.621,0.901,2,-5.396,1,0.0302,0.17,0.0,0.0875,0.744,113.967,300773,4,New Radicals,1Cwsd5xI8CajJz795oy4XF,You Get What You Give,Sun,Weather,76
0.608,0.768,0,-5.227,1,0.0475,0.0913,0.0,0.0629,0.809,88.059,244880,4,Maroon 5,5qII2n90lVdPDcgXEEVHNy,Sunday Morning,Sun,Weather,76
0.7,0.864,7,-3.629,1,0.0283,0.0212,0.0,0.0956,0.887,102.997,297587,4,Kid Rock,5rX6C5QVvvZB7XckETNych,All Summer Long,Sun,Weather,76
0.526,0.299,8,-13.797,1,0.031,0.941,0.097,0.106,0.679,156.848,200627,4,Norah Jones,7zkLpY72g6lKQbiHDqri1S,Sunrise,Sun,Weather,76
0.64,0.864,7,-6.576,1,0.0314,0.00832,0.0,0.123,0.701,102.026,268360,4,Third Eye Blind,42et6fnHCw1HIPSrdPprMl,Semi-Charmed Life,Sun,Weather,76
0.776,0.763,5,-8.124,1,0.0534,0.182,0.00647,0.077,0.82,128.433,280000,4,Paul Simon,0qxYx4F3vm1AOnfux6dDxP,You Can Call Me Al,Sun,Weather,75
0.389,0.476,9,-9.342,1,0.0316,0.619,5.09e-05,0.255,0.566,148.117,217107,4,Blind Melon,6txWz9UapYHVxEd7dDIHXT,No Rain,Sun,Weather,75
0.636,0.634,7,-10.01,1,0.0342,0.0364,0.147,0.0998,0.599,111.563,252812,4,Khruangbin,24ntSW3QVJzR79lHAAOTaY,Texas Sun,Sun,Weather,75
0.562,0.934,5,-5.562,1,0.0607,0.00211,0.0,0.199,0.558,103.042,275640,4,Rascal Flatts,5gB2IrxOCX2j9bMnHKP38i,Life is a Highway,Sun,Weather,74
0.568,0.824,9,-4.613,1,0.0299,0.403,0.0,0.0855,0.753,108.625,174760,4,Edison Lighthouse,5Ts1DYOuouQLgzTaisxWYh,Love Grows (Where My Rosemary Goes),Sun,Weather,74
0.573,0.781,8,-6.406,1,0.0555,0.0767,2.64e-05,0.0813,0.343,139.934,231907,4,Miley Cyrus,1UZOjK1BwmwWU14Erba9CZ,Malibu,Sun,Weather,73
0.583,0.786,2,-3.142,0,0.0301,0.0208,0.0,0.188,0.573,123.055,258827,4,Sara Bareilles,4E6cwWJWZw2zWf7VFbH7wf,Love Song,Sun,Weather,73
0.478,0.854,7,-5.454,1,0.0289,0.0204,1.21e-06,0.115,0.274,91.854,274160,4,Semisonic,1A5V1sxyCLpKJezp75tUXn,Closing Time,Sun,Weather,73
0.833,0.679,8,-4.496,1,0.0365,0.0834,0.00258,0.0769,0.975,109.917,219867,4,Sugar Ray,2ouURa1AIXp3AvkS52Jry5,Every Morning,Sun,Weather,73
0.593,0.642,2,-7.284,1,0.0299,0.313,0.000582,0.0804,0.736,76.403,239440,4,Macy Gray,5TAf4lnZCZTLlZHNZMLFLi,I Try,Sun,Weather,73
0.868,0.347,5,-9.529,1,0.0536,0.308,2e-05,0.11,0.659,110.059,207680,4,Jack Johnson,4VywXu6umkIQ2OS0m1I79y,Better Together,Sun,Weather,72
0.537,0.84,9,-4.626,1,0.0363,0.2,2.15e-06,0.0998,0.211,124.269,224693,4,Tal Bachman,7mnGQesk1TzQLzQ9bYWZPR,She's so High,Sun,Weather,72
0.734,0.586,2,-11.866,1,0.129,0.125,0.0,0.0367,0.762,109.933,230467,4,Luther Vandross,3nFJbZCHP4d9vduKjJLdBL,Never Too Much,Sun,Weather,72
0.647,0.729,5,-6.251,1,0.0236,0.0206,0.0489,0.134,0.687,94.01,249627,4,John Mayer,7vFv0yFGMJW3qVXbAd9BK9,Your Body Is a Wonderland,Sun,Weather,72
0.592,0.729,8,-4.156,1,0.0448,0.022,0.0,0.0653,0.709,116.03,236267,4,The Fray,1N62wozuHCvczCkY4QidpP,Over My Head (Cable Car),Sun,Weather,71
0.649,0.618,9,-10.728,1,0.0265,0.596,1.46e-06,0.192,0.667,114.688,210267,4,Roy Orbison,6r20M5DWYdIoCDmDViBxuz,You Got It,Sun,Weather,71
0.643,0.614,2,-12.878,1,0.0279,0.25,7.17e-06,0.214,0.891,93.982,224467,4,Crowded House,6tXnRSvuNgOq4QcxpIN54r,Weather With You,Sun,Weather,71
0.663,0.697,0,-9.442,1,0.0473,0.156,0.0224,0.0663,0.744,166.001,206973,4,311,6Fe3Flc9SjE03pqwD6PVQl,Amber,Sun,Weather,71
0.816,0.375,7,-8.053,1,0.0996,0.607,8.66e-06,0.0933,0.615,114.303,191907,4,Jack Johnson,451GvHwY99NKV4zdKPRWmv,Banana Pancakes,Sun,Weather,71
0.848,0.666,0,-6.547,1,0.274,0.173,0.000699,0.129,0.744,96.662,251573,4,A Tribe Called Quest,3Ti0GdlrotgwsAVBBugv0I,Can I Kick It?,Sun,Weather,71
0.744,0.453,5,-11.977,1,0.0348,0.627,0.421,0.0898,0.122,103.773,239960,4,Donna Lewis,1PEqh7awkpuepLBSq8ZwqD,I Love You Always Forever,Sun,Weather,70
0.747,0.662,1,-7.9,0,0.0796,0.0118,0.0,0.138,0.63,88.926,221467,4,Ms. Lauryn Hill,2GFExyKXf9383tSRSrEHEt,Can't Take My Eyes Off of You - (I Love You Baby),Sun,Weather,70
0.626,0.816,9,-10.593,1,0.131,0.237,1.8e-06,0.104,0.798,105.307,164813,4,Paul Simon,6vxHp3CDNo0afgKGp2yi1E,Me and Julio Down by the Schoolyard,Sun,Weather,70
0.766,0.547,0,-7.25,1,0.0264,0.229,1.5e-05,0.104,0.556,105.01,183720,4,Jack Johnson,1dnXuEuApvuVqQCn0v9McL,"Sitting, Waiting, Wishing",Sun,Weather,70
0.691,0.64,8,-5.087,1,0.0384,0.0247,5.24e-06,0.2,0.452,101.991,210227,4,Céline Dion,2FTZeRHQ4gRPViPMpWL9uX,I'm Alive,Sun,Weather,70
0.607,0.82,11,-7.754,1,0.0597,0.0541,6.8e-05,0.269,0.768,126.988,207507,4,The Corrs,5OQGeJ1ceykovrykZsGhqL,Breathless,Sun,Weather,70
0.476,0.594,5,-6.879,1,0.135,0.0599,0.0,0.0785,0.314,159.702,141050,4,P!nk,6Tio0ZoDeSQnI7EBAqWer2,Cover Me In Sunshine,Sun,Weather,70
0.49,0.873,6,-5.861,1,0.0355,0.107,5.19e-06,0.118,0.513,103.272,229587,4,Hootie & The Blowfish,1OFKUn2VLafrHj7ybnap0Q,Only Wanna Be With You,Sun,Weather,70
0.801,0.545,2,-13.637,1,0.0357,0.709,0.00176,0.104,0.862,124.941,250933,4,Jimmy Buffett,4EEjMyQub6tgFVshlM9j1M,Margaritaville,Sun,Weather,69
0.651,0.747,1,-7.269,0,0.0699,0.0528,0.0,0.207,0.776,147.518,249520,4,Big Mountain,1Rvl8qsKJurfFTyWLBI9ib,"Baby, I Love Your Way",Sun,Weather,69
0.681,0.373,2,-13.2,1,0.0568,0.633,0.00113,0.0751,0.623,123.423,164733,4,Johnny Nash,0DcrhZ12WcCqruCs8ibXSf,I Can See Clearly Now - Edit,Sun,Weather,69
0.555,0.698,0,-8.874,1,0.0287,0.403,0.0,0.0851,0.816,168.12,277267,4,Savage Garden,013AWvizllIUEC2FOBzOnh,Truly Madly Deeply,Sun,Weather,69
0.705,0.634,5,-6.083,0,0.0282,0.0405,3.53e-05,0.349,0.639,98.008,169373,4,Amy Winehouse,4NDpn6yfD5aqafYWFEaJDz,Our Day Will Come,Sun,Weather,69
0.697,0.474,9,-6.663,1,0.0351,0.603,0.0,0.11,0.249,127.904,196280,4,Colbie Caillat,0rFOs9paloAvEtzwDX1Kmc,Bubbly,Sun,Weather,68
0.657,0.655,0,-8.3,1,0.0248,0.135,0.00303,0.102,0.668,92.259,222013,4,Alanis Morissette,2lE7oRoKssULAtbWViL385,Hand in My Pocket - 2015 Remaster,Sun,Weather,68
0.946,0.289,11,-9.413,1,0.0584,0.152,2e-05,0.234,0.816,102.073,129627,4,Amos Lee,4KqBoq7MoDJeVsvUHTjXCM,Sweet Pea,Sun,Weather,68
0.578,0.727,10,-4.872,1,0.0332,0.0304,1.99e-05,0.172,0.885,170.593,231840,4,Ray LaMontagne,1jyddn36UN4tVsJGtaJfem,You Are the Best Thing,Sun,Weather,67
0.775,0.655,5,-7.333,1,0.102,0.114,0.00016,0.035,0.346,114.503,323253,4,Cherub,44CZRkOxv7UItaAUmh8PgN,Doses & Mimosas,Sun,Weather,71
